2279.9,205.03,180.66,513.72,383.52,347.36,388.96,476.05,454.6,9569,2.5954,0
3129.1,342.8,379.22,377.9,114.76,438.72,256.43,469.23,427.97,9810,3.0976,0
2212.9,183.97,179.8,459.09,347.05,392.13,373.83,351.02,176.71,9537,2.6049,0
1348.5,61.896,63.023,86.367,282.64,473.21,388.37,337.86,212.65,8684,1.8187,0
2744.6,336.76,46.965,357.29,360.04,150.39,294.34,656.33,508.17,9729,2.8877,0
3070.4,354.9,127.84,395.03,164.01,424.29,440.21,496.93,296.89,9868,3.0636,0
3260.4,443.04,161.29,311.69,396.1,437.34,567.75,345.2,372.55,9842,3.1632,0
2371.3,389.18,603.66,559.85,307.59,197.92,652.81,596.78,411.21,9630,2.6806,0
3207,697.85,351.15,269.58,162.49,517.66,639.96,568.99,573.41,9877,3.1307,0
1635.4,124.6,237.86,262.84,311.34,346.65,594.2,556.43,313.09,9034,2.2578,0
1845.3,234.44,503.22,494.95,591.91,571.64,220.28,664.75,626.02,9329,2.2986,0
1352.4,76.741,229.73,239.95,321.08,302.82,429.97,518.39,252.5,8766,1.8517,0
1481,84.723,96.625,331.71,312.73,500.64,324.01,376.79,419.49,8917,1.9779,0
2180,270.63,327.45,609.32,192.37,428.44,530.74,450.78,454.51,9505,2.5156,0
1377.8,150,294.74,203.76,424.27,458.16,434.78,376.85,201.42,8602,1.9546,1
1671.8,242.78,295.51,327.57,401.35,214.22,378.03,353.37,353.59,8936,2.2096,1
1707.7,395.32,497.62,504.7,273.99,444.49,404.72,420.09,474.55,9124,2.1914,1
1593.9,248.12,424.48,253.47,230.91,310.19,421.55,388.89,454.16,8983,2.1027,1
1920.1,351.3,406.29,452.87,379.43,397.23,274.64,151.42,149.78,9267,2.4203,1
1693.7,270.75,532.57,337.62,403.68,393.32,234.17,324.78,329.23,9084,2.2159,1
1141.1,129.75,238.01,279.32,280.97,249.52,246.11,289.63,270.13,7347,1.7484,1
1766.1,309.47,326.82,563.19,490.81,295.52,459.36,332.33,381.09,9189,2.2205,1
1015.1,87.317,511.78,329.68,383.11,373.03,347.55,224.21,425.09,7693,1.334,1
1647.7,232.45,358.88,435.38,390.81,452.38,439.31,360.29,543.15,9024,2.1307,1
1733.1,515.31,369.17,424.26,475.63,607.65,382.34,427.67,271.84,9230,2.1639,1
1754.9,329.74,339.69,398.1,461.85,303.49,178.34,202.43,262.41,9183,2.2171,1
1909.2,386.28,457.78,337.15,463.28,392.02,207.92,267.5,330.68,9292,2.3824,1
1570.5,245.25,464.45,387.86,455.43,391.34,364.75,269.6,128.51,8906,2.0665,1
1935.4,442.45,399.38,295.26,310.23,350.98,461.31,362.98,384.04,9221,2.4447,1
1652.8,366.92,579.31,446.5,370.57,527.4,479.35,429.65,292.19,9139,2.1106,1
1566.5,279.87,369.38,185.81,279.51,408.13,441.41,332.35,385.02,9049,2.0173,1
1383.9,152.04,307.55,289.52,358.43,335.15,333.6,326.55,343.15,8527,1.8919,1
1252.4,146.18,321.73,287.05,460.74,205.97,318.58,462.54,356.59,8095,1.9094,1
1685.9,386.78,249.02,538.58,441.63,439.22,494.81,405.31,300.18,9103,2.217,1
1686.2,283.37,284.9,418.57,413.72,251.41,148.95,379.38,256.97,9087,2.1735,1
1161.6,127.91,226.01,213.51,375.83,241.67,309.3,187.38,297.71,7933,1.6368,1
1621.7,263.23,308.04,395.61,431.83,280.2,235.36,219.22,356.41,9030,2.1055,1
1521.9,197.1,164.98,187.15,392.78,309.56,360.12,277.6,201.28,8946,2.0296,1
1913.9,422.12,454.1,255.6,342.45,426.76,790.11,487.63,488.52,9281,2.3664,1
1584.7,362.53,299.1,356.14,239.75,337.6,372.25,150.64,137.96,8882,2.0799,1
1305.1,270.13,338.6,246.49,364.19,321.77,319.41,140.9,149.57,8413,1.783,1
1493.2,274.9,345.95,379.15,469.2,233.59,377.85,390.11,323.93,8895,1.9432,1
2089.5,610.58,328.86,407.9,532.42,513.8,478.67,390.44,599.26,9480,2.4719,1
1557.9,323.97,355.66,436.02,317.68,302.66,313.26,295.86,323.1,9042,2.0014,1
2092.1,575.44,182.01,373.97,327.12,228.47,402.88,529.49,340.04,9467,2.5111,1
1635.5,360.41,504.4,511.98,423.55,449.87,440.71,658.75,382.17,9032,2.159,1
1643.3,328.68,410.78,212.32,249.15,231.04,441.97,296.98,500.92,9106,2.086,1
1867.2,361.92,185.85,425.2,249.57,497.66,372.01,392.72,194.37,9335,2.2945,1
1710.3,402.4,369.15,290.8,453.66,671.55,521.86,375.49,574.2,9204,2.1473,1
1222.7,122,407.97,148.86,228.36,213.52,186.19,280.47,277.73,8202,1.7974,1
1172.8,140.35,212.68,321.61,374.06,528.29,473.67,233.97,275.05,8016,1.6153,1
1468.6,245.31,395.83,358.85,322.63,406.92,378.94,300.08,386.5,8605,2.0794,1
1439.1,224.3,242.52,293.67,229.97,145.14,217.61,262.85,196.8,8668,2.006,1
1962.1,550.99,611.01,585.66,481.26,458.86,306.78,404.81,378.83,9418,2.3748,1
1589.7,325.09,173.21,109.94,437.51,430.37,257.85,558.35,163.32,9025,2.0464,1
2103.2,345.17,177.12,376.51,282.72,397.26,222.07,244.56,394.97,9449,2.5129,1
1378.2,209.55,388.33,286.54,354.8,367.03,336.86,312.34,263.17,8701,1.818,1
1576.7,297.48,236.46,154.17,343.87,261.46,309.25,132.84,184.36,8975,2.0642,1
1784.2,337.83,546.36,456.71,427.93,138.86,339.4,416.35,261.48,9175,2.2472,2
1535.7,284.68,154.39,225.98,82.962,211.2,250.77,327.69,266.14,8774,2.088,2
1604.3,536.75,268.8,367.38,356.64,193.92,180.36,473.63,406.83,8761,2.2048,2
1698.2,409.28,485.92,448.13,391.09,447.74,525.34,445.88,390.11,9249,2.1199,2
1189.5,92.834,265.6,182.61,380.03,146.49,220.82,225.62,134.45,8126,1.6822,2
1164.6,226.46,156.18,173.08,386.03,357.65,378.56,334.52,245.21,8233,1.5769,2
1200.8,97.011,210.42,183.13,195.43,245.95,149.12,270.36,186.03,8244,1.6407,2
1402,282.62,522.93,231.76,508.72,306.67,463.53,395.11,399,8718,1.8742,2
1447.1,338.37,150.83,445.47,332.34,491.23,412.64,336.46,194.59,8755,1.9402,2
1581.8,341.63,499.71,160.17,406.19,431.12,418.3,308.63,288.63,9008,2.0424,2
1878.5,435.75,301.76,266.52,395.42,274.24,470.47,303.35,364.92,9322,2.3279,2
1763.7,320.69,500.73,420.48,383.49,198.7,622.99,418.77,377.28,9185,2.2324,2
1658.5,382.08,204.66,316.69,293.03,422.41,416.64,183.72,395.6,9117,2.1284,2
1663.4,329.64,302.42,263.11,115.1,350.13,209.67,167.01,216.35,9033,2.17,2
1554,305.87,405.81,424.92,548.06,437.87,474.16,606.74,441.81,8995,2.0033,2
1512.8,278.95,154.73,355.18,337.15,580.95,336.92,642.48,358.71,8965,1.9637,2
2061.4,720,572.04,398.39,482.22,557.76,551.78,334.11,465.1,9528,2.4422,2
1552.7,390.77,608.07,624.83,200.7,313.74,177.24,137.83,180.32,8947,2.0421,2
1830.2,445.93,298.16,298.85,368.63,382.78,228.91,232.93,341.97,9289,2.2589,2
1604.7,260.81,379.73,323.36,280.19,361.44,679.13,316.76,302.71,8858,2.2295,2
2231.4,536.7,332.99,441.86,406.87,394.57,396.87,346.74,396.35,9529,2.5904,2
1540.2,336.4,349.76,194.14,232.53,434.57,382.4,326.86,179.95,8766,2.0819,2
1403.1,284.99,202.16,246.33,202.16,349.51,216.69,290.44,411.6,8736,1.8834,2
1750.4,478.46,471.62,374.49,508.8,560.34,331.37,511.5,512.38,9244,2.1891,2
1945.2,518.9,424.15,385.86,602.92,442.62,485.94,179.88,468.17,9340,2.3761,2
1800.9,463.85,216.11,465.06,221.41,383.65,390.42,367.44,829.8,9257,2.2711,2
1665.1,392.59,211.27,391.3,335.83,423.74,427.3,305.95,405.01,9133,2.1297,2
1811.6,483.65,314.09,481.1,423.96,390.51,591.54,540.78,411.64,9295,2.2436,2
1818.3,575.13,283.48,442.28,426.32,311.76,270.15,485.23,267.63,9222,2.289,2
1950.5,421.37,342.95,469.54,422.63,554.49,392.59,432.39,349.66,9343,2.4055,2
1643.5,391.85,565.83,454.72,442.73,342.23,260.25,311.28,411.13,9089,2.1005,2
1421.2,332.92,370.36,405.25,371.01,390.72,306.26,286.68,486.04,8684,1.9045,2
1579,353.24,383.99,275.03,363.59,498.22,378.73,422.69,357.33,8915,2.0715,2
1609.3,433.03,363.86,477.79,387.01,183.96,456.36,139.59,317.23,9030,2.0543,2
1538.1,276.4,425.65,357.22,257.32,274.78,170.62,342.49,134.87,8877,2.0612,2
1669.8,383.06,421.51,404.91,327.93,358.7,373.1,236.11,303.22,9129,2.1388,2
1784.1,343.83,463.53,485.87,451.76,493.6,521.63,433.74,396.9,9250,2.2134,2
1704.4,371.63,334.23,90.36,196.65,473.4,366.28,215.27,201.2,9113,2.1905,2
1998.1,492.66,434.53,410.51,378.53,185.7,372.35,488.9,413.97,9427,2.4161,2
1625.8,420.2,233.45,546.33,263.46,482.98,536.92,293.32,430.04,9043,2.1056,2
1642.2,276.54,175.97,451.23,315.75,343.88,292.16,257.17,324.92,9036,2.1349,2
1756.9,347.97,486.25,272.43,315.5,211.72,429.53,372.93,279.32,9288,2.1908,2
1596.5,372.32,482.97,281.52,287.06,508.27,372.16,240.6,449.44,9028,2.0489,2
