0.085617,0.085335,0.081772,0.09254,0.0826,0.068232,0.094633,0.11071,0.068954,0.080539,0.079417,0.068332,0.080289,0.081791,0.082531,0.083665,0.081623,0.075171,0.088121,0.067643,0.13737,0.13421,0.12773,0.13409,0.12576,0.11861,0.12236,0.16249,0.13164,0.12337,0.13588,0.13777,0.13552,0.12325,0.14372,0.12889,0.12574,0.12934,0.13906,0.11413,0.094337,0.1078,0.0941,0.10592,0.097571,0.072383,0.09724,0.096576,0.083461,0.078006,0.074851,0.085638,0.076828,0.086081,0.083828,0.083982,0.08152,0.079097,0.087208,0.073204,0.15175,0.17282,0.16474,0.16866,0.15267,0.14632,0.13247,0.1874,0.16647,0.16113,0.15447,0.16444,0.17117,0.16929,0.1522,0.13892,0.14861,0.13534,0.13462,0.14585,0.17087,0.1764,0.17385,0.18704,0.17733,0.17703,0.15688,0.18951,0.18516,0.1617,0.14475,0.13469,0.18402,0.15122,0.16364,0.17014,0.19246,0.15275,0.18126,0.17213,0.15555,0.14749,0.16282,0.14814,0.14882,0.16295,0.14282,0.17358,0.14864,0.14382,0.14528,0.14995,0.13964,0.12681,0.15771,0.14126,0.12579,0.12289,0.14698,0.14839,0.17375,0.12655,0.13508,0.14962,0.14378,0.13923,0.12874,0.15059,0.14213,0.1608,0.13511,0.16731,0.15288,0.14231,0.1332,0.16422,0.13672,0.13422,0.13942,0.12518,0.093417,0.10163,0.11041,0.12681,0.092563,0.096246,0.10059,0.14279,0.11601,0.09684,0.098495,0.087845,0.087408,0.10373,0.098356,0.086288,0.09406,0.089509,0.10335,0.088184,1
0.13846,0.13808,0.12322,0.11473,0.11375,0.10767,0.11023,0.1066,0.12122,0.12908,0.10787,0.086242,0.097139,0.093563,0.11164,0.08739,0.087498,0.089684,0.10558,0.082246,0.17448,0.18162,0.14973,0.15547,0.15018,0.12725,0.10337,0.12474,0.18064,0.19147,0.13975,0.12242,0.11571,0.10767,0.12017,0.11263,0.086552,0.12352,0.099807,0.11398,0.21792,0.1766,0.1512,0.18101,0.17345,0.13412,0.1348,0.1378,0.15276,0.14384,0.1354,0.11188,0.10648,0.1047,0.11096,0.10529,0.11591,0.14405,0.1198,0.10373,0.16172,0.17551,0.16504,0.16571,0.17056,0.18354,0.14399,0.14963,0.16932,0.17383,0.17681,0.12434,0.13727,0.13554,0.15527,0.11357,0.1511,0.14943,0.15447,0.14736,0.12918,0.14157,0.14571,0.10914,0.099741,0.11819,0.10639,0.10987,0.11165,0.13007,0.10011,0.11068,0.10594,0.08554,0.098934,0.093762,0.10158,0.12217,0.12076,0.11529,0.21077,0.18657,0.15787,0.14466,0.13552,0.1538,0.12552,0.13908,0.15149,0.16615,0.13407,0.13139,0.14353,0.12307,0.15008,0.12345,0.12633,0.1553,0.13675,0.12673,0.20969,0.1777,0.14276,0.14054,0.13641,0.14999,0.14266,0.13205,0.15715,0.18211,0.13724,0.12719,0.13423,0.12035,0.12825,0.11362,0.15577,0.14985,0.10928,0.11619,0.20828,0.17288,0.18418,0.16374,0.14469,0.14071,0.15574,0.137,0.14713,0.16534,0.12249,0.12899,0.12516,0.13286,0.12127,0.11725,0.11201,0.15744,0.12954,0.10693,1
0.13538,0.15494,0.14683,0.17223,0.1756,0.14812,0.15586,0.15873,0.20996,0.19131,0.17838,0.18288,0.18402,0.17954,0.13833,0.13786,0.15821,0.14663,0.11633,0.12165,0.14557,0.15589,0.17779,0.17113,0.17842,0.17114,0.20389,0.18522,0.19509,0.20414,0.1954,0.21247,0.18077,0.19389,0.16918,0.17101,0.15355,0.14569,0.14552,0.14099,0.15172,0.15654,0.16322,0.18614,0.17092,0.28403,0.2072,0.19718,0.20643,0.21466,0.21194,0.21316,0.19315,0.15669,0.16466,0.14869,0.16818,0.1593,0.14012,0.14834,0.086543,0.11937,0.11032,0.1141,0.13551,0.12366,0.13663,0.13036,0.17582,0.15998,0.14011,0.14444,0.13141,0.14206,0.12562,0.097037,0.11093,0.10723,0.093637,0.090321,0.15154,0.14713,0.17732,0.14766,0.17486,0.17031,0.18174,0.18651,0.22435,0.19206,0.20929,0.19688,0.19736,0.15576,0.16944,0.15686,0.15976,0.15751,0.15154,0.1545,0.15565,0.13933,0.1559,0.16254,0.17488,0.16124,0.19223,0.1725,0.19406,0.20099,0.20098,0.19266,0.16983,0.15195,0.13716,0.15777,0.16892,0.12483,0.12219,0.11682,0.13558,0.15027,0.14737,0.19819,0.155,0.11812,0.16262,0.18074,0.19621,0.21637,0.21749,0.2107,0.20351,0.176,0.17429,0.15001,0.12933,0.13706,0.15692,0.11154,0.13519,0.15626,0.17254,0.19291,0.17567,0.14204,0.16599,0.19148,0.22361,0.20449,0.19228,0.174,0.18397,0.19743,0.15224,0.15791,0.15337,0.11962,0.12826,0.13322,1
0.11944,0.12942,0.14683,0.12344,0.12562,0.11441,0.11366,0.10794,0.12091,0.14238,0.10501,0.12053,0.11924,0.12424,0.11348,0.095258,0.11796,0.11529,0.092691,0.1243,0.22225,0.19955,0.1959,0.15449,0.14246,0.1831,0.16686,0.14507,0.18156,0.17173,0.14116,0.19127,0.16689,0.14293,0.14793,0.15827,0.13523,0.1489,0.1438,0.15926,0.12165,0.15712,0.15587,0.12851,0.10848,0.12014,0.11944,0.10839,0.10637,0.10135,0.097831,0.10814,0.12902,0.11045,0.1302,0.10997,0.091816,0.10418,0.091776,0.088852,0.11278,0.10597,0.11621,0.11274,0.098891,0.10182,0.089974,0.099242,0.11755,0.10576,0.10812,0.10702,0.099699,0.075915,0.097232,0.086399,0.083755,0.08988,0.074192,0.080404,0.14008,0.18352,0.18357,0.14748,0.14327,0.1358,0.1262,0.13947,0.13579,0.11067,0.11649,0.11831,0.11569,0.12991,0.10789,0.096859,0.11274,0.12369,0.11345,0.094262,0.18738,0.15299,0.18272,0.17499,0.15215,0.17017,0.18763,0.17012,0.17348,0.17776,0.13149,0.14247,0.15094,0.15299,0.17835,0.13261,0.13333,0.15308,0.15691,0.13064,0.18348,0.18201,0.17921,0.16308,0.15545,0.16006,0.12192,0.15675,0.12983,0.16206,0.14497,0.19709,0.14913,0.14631,0.14604,0.17566,0.17193,0.16034,0.16761,0.1542,0.22853,0.21412,0.20168,0.19421,0.15184,0.18124,0.15049,0.15876,0.16482,0.17322,0.12966,0.15935,0.15218,0.1506,0.14589,0.13189,0.14245,0.16711,0.16576,0.14851,1
0.15309,0.13842,0.13518,0.12689,0.12983,0.13957,0.1439,0.13585,0.11517,0.13542,0.12061,0.13157,0.11455,0.14389,0.13343,0.13438,0.13199,0.15112,0.12231,0.1455,0.24527,0.16852,0.15738,0.1775,0.14694,0.15426,0.17088,0.16321,0.11913,0.1472,0.10898,0.16088,0.17772,0.17523,0.1819,0.15455,0.15234,0.14676,0.1535,0.14521,0.18301,0.15942,0.1377,0.15406,0.1305,0.17127,0.12235,0.12921,0.11762,0.12714,0.12884,0.15001,0.1442,0.16191,0.16511,0.15004,0.18723,0.14669,0.17333,0.13574,0.22006,0.18321,0.15278,0.15638,0.15972,0.16814,0.1429,0.16912,0.12271,0.14596,0.12149,0.12366,0.14256,0.14737,0.15249,0.16008,0.14874,0.1278,0.14642,0.14716,0.23986,0.17664,0.14063,0.17231,0.13028,0.1394,0.13826,0.11157,0.11898,0.1243,0.11021,0.14279,0.17319,0.1592,0.15901,0.1674,0.13653,0.16041,0.1582,0.14421,0.12579,0.099512,0.098246,0.098258,0.090649,0.087966,0.10454,0.11003,0.062537,0.093449,0.068747,0.10177,0.13621,0.11641,0.10826,0.098544,0.094682,0.12354,0.093427,0.087261,0.17671,0.10071,0.091309,0.10075,0.077374,0.087561,0.090167,0.091783,0.061733,0.085098,0.058912,0.081268,0.097056,0.10048,0.086082,0.074608,0.091658,0.088442,0.090593,0.082153,0.084949,0.07165,0.076289,0.062212,0.061331,0.067272,0.072479,0.066502,0.051569,0.067829,0.062593,0.067171,0.071131,0.075271,0.080862,0.068778,0.07403,0.089122,0.064486,0.071088,1
0.16518,0.13398,0.14538,0.16135,0.18964,0.14721,0.12546,0.14768,0.11371,0.11989,0.12474,0.11719,0.13913,0.10126,0.095868,0.090191,0.079577,0.074876,0.075428,0.079966,0.21327,0.25455,0.28686,0.20292,0.30317,0.29848,0.20734,0.19895,0.19755,0.13229,0.17195,0.16736,0.21032,0.17021,0.13222,0.14489,0.093599,0.10811,0.12348,0.11637,0.16583,0.20156,0.16493,0.18518,0.20234,0.18454,0.15466,0.1644,0.15363,0.15739,0.12706,0.13029,0.14504,0.11975,0.098422,0.10348,0.097303,0.069957,0.09378,0.098111,0.13978,0.16601,0.19665,0.18898,0.17133,0.17614,0.16727,0.16193,0.15707,0.16311,0.13366,0.14677,0.14521,0.11748,0.13631,0.10779,0.1006,0.098792,0.11853,0.1079,0.20437,0.20116,0.18919,0.23058,0.24579,0.1864,0.18127,0.17774,0.16488,0.14785,0.14462,0.14379,0.15391,0.14814,0.13394,0.10715,0.10976,0.078556,0.09339,0.097048,0.13277,0.14579,0.17025,0.15439,0.18197,0.15232,0.15533,0.12402,0.13946,0.1314,0.13924,0.103,0.11646,0.09246,0.078075,0.063795,0.075735,0.067519,0.089999,0.081786,0.1793,0.17052,0.19725,0.2025,0.24669,0.19105,0.16815,0.15374,0.13938,0.15453,0.12927,0.11409,0.13566,0.12882,0.095144,0.083663,0.088893,0.078177,0.079838,0.078241,0.16889,0.17028,0.20012,0.16734,0.22792,0.19071,0.16372,0.17481,0.14338,0.11798,0.13891,0.12163,0.14692,0.11773,0.11675,0.10269,0.096607,0.083114,0.088502,0.10125,1
0.059362,0.059023,0.060763,0.067826,0.069847,0.052485,0.053749,0.075394,0.056453,0.04812,0.057385,0.068458,0.059739,0.054128,0.053036,0.070147,0.052703,0.063266,0.065956,0.059203,0.1082,0.10131,0.089698,0.11247,0.096551,0.10356,0.10865,0.10867,0.097011,0.090323,0.10868,0.10064,0.10728,0.074014,0.079255,0.096718,0.093887,0.088739,0.089858,0.095279,0.1139,0.10362,0.12026,0.14239,0.12364,0.13642,0.11006,0.12911,0.10031,0.11739,0.11334,0.092735,0.12224,0.12311,0.1133,0.11833,0.11381,0.096982,0.12127,0.11617,0.13566,0.10189,0.12844,0.12488,0.11775,0.12082,0.12716,0.097584,0.11931,0.11488,0.10926,0.1285,0.10942,0.085449,0.10017,0.10157,0.11754,0.10003,0.1255,0.10705,0.1152,0.11965,0.096252,0.10966,0.09227,0.10648,0.093288,0.11837,0.098993,0.10129,0.10701,0.11728,0.11945,0.10994,0.099577,0.09919,0.11009,0.10382,0.10836,0.090279,0.11399,0.11053,0.11745,0.11176,0.11212,0.10956,0.10127,0.11738,0.12537,0.10246,0.094832,0.11831,0.10324,0.14452,0.089078,0.11349,0.089355,0.094262,0.11407,0.10782,0.13672,0.11408,0.12415,0.13213,0.12519,0.1216,0.12378,0.12751,0.11504,0.11499,0.10384,0.13018,0.099882,0.14267,0.1449,0.11113,0.11746,0.10609,0.11614,0.10882,0.14415,0.11258,0.12293,0.14099,0.13273,0.11062,0.12937,0.11306,0.11533,0.10773,0.1134,0.13938,0.10128,0.082947,0.1087,0.097522,0.10849,0.10451,0.13048,0.11235,1
0.13015,0.15284,0.15047,0.13798,0.13434,0.1205,0.113,0.10271,0.11789,0.13845,0.14456,0.12762,0.13667,0.14359,0.10537,0.14647,0.14568,0.12628,0.11341,0.13516,0.11422,0.14279,0.14309,0.12918,0.11883,0.13566,0.14723,0.14619,0.13208,0.11252,0.12301,0.11809,0.13748,0.14701,0.15584,0.15056,0.15676,0.14524,0.14449,0.1475,0.188,0.19226,0.18348,0.19138,0.16905,0.15561,0.1897,0.17157,0.17518,0.18517,0.18565,0.20221,0.17351,0.2081,0.22905,0.21765,0.22727,0.19426,0.20958,0.25327,0.14843,0.19959,0.18015,0.1704,0.17915,0.17454,0.14846,0.16146,0.15006,0.20031,0.16959,0.14317,0.17442,0.17805,0.14858,0.20383,0.18409,0.16308,0.17501,0.19054,0.10959,0.14526,0.15177,0.14996,0.1228,0.11716,0.11542,0.11995,0.12643,0.12992,0.12589,0.13058,0.12188,0.148,0.13803,0.13174,0.16057,0.15056,0.14898,0.14611,0.17297,0.18618,0.17135,0.16145,0.14133,0.14756,0.18468,0.14847,0.15028,0.16358,0.15914,0.19181,0.1667,0.1712,0.18046,0.2107,0.17992,0.18984,0.19368,0.17687,0.13916,0.14156,0.16444,0.11028,0.13034,0.11043,0.13846,0.14257,0.1402,0.15161,0.12862,0.11196,0.13263,0.15463,0.14303,0.16177,0.15875,0.1506,0.152,0.14946,0.18758,0.19317,0.1791,0.15271,0.16394,0.10473,0.12141,0.14853,0.13211,0.14098,0.15737,0.13379,0.14713,0.15923,0.15275,0.16883,0.17318,0.15474,0.11382,0.15259,1
0.13738,0.092806,0.092018,0.074845,0.073536,0.073559,0.063492,0.072372,0.064604,0.062016,0.062075,0.057698,0.071535,0.072768,0.083281,0.066015,0.055996,0.048357,0.056977,0.044447,0.25839,0.23403,0.1935,0.17655,0.1733,0.18632,0.17279,0.19735,0.16993,0.14719,0.15552,0.13162,0.18632,0.2362,0.19021,0.1923,0.16853,0.15766,0.16327,0.14474,0.18033,0.20092,0.14664,0.1459,0.1489,0.13278,0.17965,0.14855,0.11971,0.14079,0.15986,0.12467,0.16689,0.1889,0.15266,0.1309,0.12498,0.12617,0.12951,0.11141,0.22289,0.19118,0.15109,0.16639,0.15858,0.18574,0.17498,0.15968,0.15014,0.1333,0.1204,0.13936,0.13142,0.18519,0.17629,0.14319,0.14022,0.1329,0.13478,0.10394,0.21068,0.16947,0.17898,0.17801,0.15071,0.13611,0.16949,0.16449,0.14759,0.13123,0.12282,0.14211,0.1348,0.17605,0.14732,0.14631,0.13254,0.13216,0.12033,0.11887,0.19009,0.1434,0.15124,0.13477,0.13915,0.13769,0.13967,0.16637,0.12923,0.14139,0.14305,0.12666,0.13504,0.14853,0.14131,0.13535,0.13059,0.097017,0.12092,0.1166,0.22511,0.16808,0.1436,0.118,0.10135,0.099093,0.1284,0.10109,0.10441,0.08673,0.098826,0.087274,0.10992,0.21281,0.15569,0.1391,0.10555,0.10978,0.1163,0.092785,0.28702,0.19857,0.17428,0.15952,0.15177,0.15655,0.16554,0.17144,0.15043,0.15829,0.12617,0.13885,0.15854,0.24215,0.22893,0.18884,0.13847,0.15214,0.14604,0.13272,1
0.11357,0.11953,0.12947,0.12511,0.10889,0.10943,0.12437,0.1311,0.11528,0.11087,0.11007,0.097011,0.11553,0.08139,0.11935,0.099138,0.10594,0.10992,0.10685,0.082984,0.15128,0.17553,0.17208,0.17512,0.18718,0.1666,0.18122,0.147,0.15228,0.14719,0.13784,0.1435,0.16446,0.12147,0.11228,0.13333,0.12305,0.11539,0.10817,0.11189,0.20864,0.1683,0.17761,0.16863,0.21332,0.17243,0.20098,0.18187,0.15737,0.17746,0.15526,0.11005,0.16676,0.12553,0.11108,0.12764,0.12479,0.12856,0.12693,0.092035,0.19079,0.18247,0.14627,0.21917,0.17169,0.17318,0.16953,0.15582,0.17253,0.1577,0.12987,0.13998,0.15291,0.14491,0.14085,0.13784,0.16298,0.1519,0.12519,0.11362,0.17867,0.17977,0.16015,0.17471,0.19232,0.17863,0.16508,0.159,0.17934,0.13833,0.17363,0.14667,0.14962,0.11848,0.14572,0.15393,0.1335,0.1279,0.14889,0.12216,0.16501,0.18736,0.16067,0.18708,0.19091,0.17596,0.19889,0.18456,0.17797,0.15589,0.16645,0.16079,0.16476,0.1234,0.14618,0.16892,0.14012,0.16103,0.14827,0.14301,0.1446,0.15172,0.13043,0.14305,0.1401,0.15839,0.1529,0.15455,0.1539,0.13073,0.14059,0.11483,0.12113,0.10896,0.13507,0.11725,0.13648,0.13463,0.12438,0.10653,0.16796,0.16216,0.17137,0.18818,0.19318,0.14444,0.17005,0.18186,0.1975,0.16087,0.17919,0.1313,0.18139,0.14489,0.1517,0.16442,0.15438,0.17839,0.16904,0.15226,1
